Firm #,E/A,ROA,D/A,OPM,ATR,Size,QR,CR,Default=1,,
362,0.61,0.56,0.39,0.28,1.99,1111.91,2.52,2.63,0,,
363,0.45,0.39,0.55,0.16,2.42,980.75,1.77,1.77,0,,
364,0.69,0.51,0.31,0.25,2.06,882.67,1.70,2.26,0,,
365,0.52,0.88,0.48,0.41,2.14,1173.93,1.82,3.01,0,,
366,0.57,0.34,0.43,0.14,2.49,1164.20,2.82,3.59,0,,
367,0.62,0.68,0.38,0.33,2.05,997.24,2.01,2.41,0,,
368,0.71,0.33,0.29,0.15,2.23,866.31,2.44,3.41,0,,
369,0.63,0.65,0.37,0.32,2.05,1032.77,2.21,2.69,0,,
370,0.61,0.44,0.39,0.25,1.75,874.55,2.18,1.96,0,,
371,0.75,0.53,0.25,0.24,2.17,893.29,2.11,3.18,0,,
372,0.58,0.36,0.42,0.15,2.49,1038.38,2.09,2.66,0,,
373,0.68,0.42,0.32,0.19,2.14,928.19,1.97,2.12,0,,
374,0.61,0.55,0.39,0.28,1.95,1026.59,2.21,1.27,0,,
375,0.57,0.59,0.43,0.31,1.87,959.69,1.82,2.62,0,,
376,0.69,0.41,0.31,0.26,1.54,963.80,2.11,2.62,0,,
377,0.63,0.48,0.37,0.23,2.06,996.33,2.07,2.17,0,,
378,0.56,0.88,0.44,0.44,2.02,1115.82,1.92,2.08,0,,
379,0.78,0.52,0.22,0.24,2.14,1041.57,2.15,2.04,0,,
380,0.50,0.52,0.50,0.24,2.14,1084.01,1.75,2.14,0,,
381,0.36,0.59,0.64,0.27,2.15,933.68,1.20,1.75,0,,
382,0.50,0.79,0.50,0.31,2.53,1230.51,2.38,3.35,0,,
383,0.63,0.89,0.37,0.38,2.31,961.82,1.95,2.60,0,,
384,0.56,0.72,0.44,0.27,2.71,922.92,2.33,3.61,0,,
385,0.70,0.57,0.30,0.36,1.57,1040.20,1.61,2.23,0,,
386,0.41,0.64,0.59,0.36,1.77,984.68,1.97,1.49,0,,
387,0.51,0.58,0.49,0.26,2.18,868.93,1.54,2.11,0,,
388,0.52,0.53,0.48,0.24,2.26,1011.62,1.96,2.59,0,,
389,0.69,0.63,0.31,0.30,2.09,1139.03,2.86,3.01,0,,
390,0.57,0.57,0.43,0.30,1.91,1069.44,2.00,2.56,0,,
391,0.66,0.40,0.34,0.20,2.02,999.41,2.40,2.82,0,,
392,0.63,0.43,0.37,0.22,1.99,866.26,1.72,2.62,0,,
393,0.66,0.47,0.34,0.34,1.37,876.66,1.16,1.93,0,,
394,0.70,0.54,0.30,0.33,1.64,1029.43,2.06,2.08,0,,
395,0.69,0.50,0.31,0.25,1.99,1063.48,2.21,2.82,0,,
396,0.62,0.67,0.38,0.38,1.77,1098.40,2.58,3.05,0,,
397,0.77,0.50,0.23,0.23,2.14,988.39,2.12,3.85,0,,
398,0.54,0.67,0.46,0.30,2.22,953.08,2.13,2.36,0,,
399,0.61,0.80,0.39,0.42,1.92,1028.47,1.66,1.91,0,,
400,0.53,0.60,0.47,0.26,2.28,1127.33,2.25,2.01,0,,
401,0.57,0.30,0.43,0.11,2.81,1113.94,2.58,2.78,0,,
402,0.55,0.39,0.45,0.18,2.13,1003.91,1.96,1.93,0,,
403,0.75,0.76,0.25,0.30,2.55,1030.24,2.38,3.00,0,,
404,0.70,0.63,0.30,0.26,2.44,1030.12,1.92,2.40,0,,
405,0.64,1.10,0.36,0.56,1.96,1067.45,2.30,2.82,0,,
406,0.59,0.27,0.41,0.16,1.66,976.35,2.25,2.99,0,,
407,0.49,0.59,0.51,0.30,1.97,1041.35,2.49,2.84,0,,
408,0.63,0.48,0.37,0.30,1.63,993.95,1.85,2.41,0,,
409,0.47,0.44,0.53,0.19,2.32,999.67,2.31,2.60,0,,
410,0.55,0.67,0.45,0.42,1.62,1053.02,2.56,2.16,0,,
411,0.48,0.75,0.52,0.40,1.88,1009.93,1.49,1.72,0,,
412,0.59,1.00,0.41,0.45,2.21,1227.01,2.07,2.37,0,,
413,0.67,0.55,0.33,0.35,1.54,941.66,1.76,1.99,0,,
414,0.75,-0.14,0.25,-0.08,1.84,834.29,2.13,2.61,0,,
415,0.58,0.40,0.42,0.21,1.93,796.56,1.20,1.38,0,,
416,0.52,0.68,0.48,0.35,1.96,1118.20,2.19,2.32,0,,
417,0.63,0.48,0.37,0.21,2.26,950.84,2.05,2.72,0,,
418,0.65,0.62,0.35,0.32,1.96,1042.32,2.30,2.82,0,,
419,0.63,0.54,0.37,0.29,1.89,942.27,1.88,2.68,0,,
420,0.71,0.46,0.29,0.22,2.05,1001.12,3.35,3.69,0,,
421,0.65,0.49,0.35,0.30,1.65,909.68,2.02,2.02,0,,
422,0.62,0.69,0.38,0.35,2.00,983.32,2.24,2.75,0,,
423,0.60,0.88,0.40,0.41,2.14,988.83,1.90,1.83,0,,
424,0.61,0.44,0.39,0.21,2.10,845.99,1.68,2.75,0,,
425,0.54,0.62,0.46,0.26,2.43,1072.79,2.28,2.51,0,,
426,0.59,0.47,0.41,0.23,2.01,1063.14,1.88,2.92,0,,
427,0.42,0.96,0.58,0.42,2.30,1141.06,2.93,3.70,0,,
428,0.57,0.68,0.43,0.46,1.48,975.14,1.86,1.73,0,,
429,0.42,0.89,0.58,0.44,2.02,1015.04,0.94,2.01,0,,
430,0.67,0.81,0.33,0.42,1.93,950.95,2.27,3.28,0,,
431,0.55,0.58,0.45,0.33,1.73,1147.24,2.21,3.09,0,,
432,0.63,0.37,0.37,0.22,1.69,932.99,2.11,2.48,0,,
433,0.54,0.68,0.46,0.38,1.81,942.95,1.67,1.99,0,,
434,0.54,0.85,0.46,0.48,1.76,982.53,1.83,1.86,0,,
435,0.82,0.65,0.18,0.31,2.13,904.99,2.06,2.42,0,,
436,0.73,0.55,0.27,0.36,1.52,933.42,1.58,2.03,0,,
437,0.74,0.28,0.26,0.12,2.36,1086.02,2.63,3.26,0,,
438,0.56,0.69,0.44,0.36,1.89,1031.98,2.29,2.53,0,,
439,0.45,0.62,0.55,0.31,1.97,936.24,1.79,2.81,0,,
440,0.63,0.63,0.37,0.35,1.82,936.99,1.70,2.38,0,,
441,0.52,1.09,0.48,0.44,2.47,1051.07,2.10,2.88,0,,
442,0.55,0.49,0.45,0.25,1.96,1095.40,1.77,2.22,0,,
443,0.71,0.91,0.29,0.43,2.14,1213.06,2.42,3.16,0,,
444,0.56,0.47,0.44,0.22,2.17,1114.66,1.96,2.16,1,,
445,0.68,0.52,0.32,0.29,1.81,930.59,1.88,2.75,0,,
446,0.45,0.82,0.55,0.36,2.26,1189.38,2.77,1.98,0,,
447,0.60,0.77,0.40,0.40,1.90,1033.86,2.68,2.54,0,,
448,0.44,0.64,0.56,0.30,2.14,1042.74,1.63,2.76,0,,
449,0.64,0.44,0.36,0.20,2.21,877.38,1.98,2.70,0,,
450,0.54,0.79,0.46,0.45,1.75,1037.76,1.68,2.54,0,,
451,0.61,0.84,0.39,0.33,2.51,1002.67,2.67,2.58,0,,
452,0.80,0.15,0.20,0.07,2.11,841.06,2.52,1.58,0,,
453,0.70,0.65,0.30,0.31,2.10,941.39,2.03,2.45,0,,
454,0.54,0.37,0.46,0.15,2.52,969.37,1.81,2.81,1,,
455,0.61,0.62,0.39,0.38,1.65,870.58,1.38,1.44,0,,
456,0.71,0.88,0.29,0.41,2.13,1083.77,2.58,2.55,0,,
457,0.66,0.60,0.34,0.27,2.23,891.62,2.34,3.31,0,,
458,0.58,0.42,0.42,0.22,1.93,988.70,1.54,2.36,0,,
459,0.70,0.74,0.30,0.40,1.86,958.65,2.07,2.58,0,,
460,0.50,0.51,0.50,0.27,1.89,929.79,1.71,1.49,0,,
461,0.66,0.49,0.34,0.21,2.38,829.89,2.17,2.57,0,,
462,0.42,0.49,0.58,0.21,2.28,1006.25,1.64,2.73,0,,
463,0.71,0.31,0.29,0.13,2.34,1008.21,1.94,2.17,0,,
464,0.58,0.66,0.42,0.33,2.00,1155.86,1.71,2.52,0,,
465,0.75,0.47,0.25,0.24,2.00,980.00,2.32,2.64,0,,
466,0.67,0.62,0.33,0.36,1.72,880.74,1.95,2.47,0,,
467,0.66,0.52,0.34,0.28,1.84,945.15,2.49,3.04,0,,
468,0.56,0.58,0.44,0.29,2.01,1094.55,1.49,3.31,0,,
469,0.51,0.44,0.49,0.15,2.92,1087.58,2.27,3.20,0,,
470,0.57,0.54,0.43,0.23,2.35,959.72,2.72,3.25,0,,
471,0.64,0.64,0.36,0.30,2.11,1022.65,2.06,2.40,0,,
472,0.52,0.62,0.48,0.27,2.26,1107.24,2.06,2.53,0,,
473,0.52,1.12,0.48,0.44,2.54,1106.56,1.91,2.29,0,,
474,0.59,0.29,0.41,0.12,2.35,896.71,2.16,3.51,1,,
475,0.54,0.66,0.46,0.29,2.24,969.21,1.73,1.66,0,,
476,0.56,0.59,0.44,0.32,1.86,1046.49,2.08,2.61,0,,
477,0.70,0.42,0.30,0.21,2.01,977.17,1.80,2.51,0,,
478,0.52,0.58,0.48,0.33,1.77,967.27,2.00,2.36,0,,
479,0.67,0.85,0.33,0.45,1.89,919.62,1.72,1.74,0,,
480,0.66,0.35,0.34,0.19,1.91,933.00,1.95,1.71,0,,
481,0.58,0.65,0.42,0.27,2.42,1010.36,1.79,2.84,0,,
482,0.63,0.37,0.37,0.15,2.41,974.27,2.81,3.62,0,,
483,0.61,0.69,0.39,0.37,1.88,1132.78,2.14,2.87,0,,
484,0.54,0.41,0.46,0.19,2.10,999.84,2.18,2.72,0,,
485,0.50,0.43,0.50,0.24,1.82,909.79,2.06,1.75,0,,
486,0.62,0.89,0.38,0.44,2.03,1235.94,2.69,3.04,0,,
487,0.57,0.83,0.43,0.39,2.15,1008.22,1.30,2.25,0,,
488,0.62,0.45,0.38,0.22,2.05,923.21,1.87,2.17,0,,
489,0.58,0.99,0.42,0.40,2.45,1143.42,2.23,2.51,0,,
490,0.56,0.55,0.44,0.24,2.27,900.61,1.78,2.27,1,,
491,0.66,0.63,0.34,0.30,2.10,1006.21,1.91,3.06,0,,
492,0.57,0.87,0.43,0.49,1.80,1068.30,2.35,3.39,0,,
493,0.54,1.05,0.46,0.53,1.97,1286.11,2.25,2.89,0,,
494,0.59,0.48,0.41,0.26,1.87,1071.37,2.06,2.45,0,,
495,0.43,0.70,0.57,0.33,2.11,1097.87,2.06,1.74,0,,
496,0.66,0.61,0.34,0.39,1.56,894.65,1.69,2.56,0,,
497,0.67,0.53,0.33,0.34,1.55,1000.02,1.90,2.65,0,,
498,0.77,0.34,0.23,0.24,1.41,844.53,1.57,1.92,0,,
499,0.51,0.75,0.49,0.30,2.51,1028.99,2.19,3.01,0,,
500,0.51,0.39,0.49,0.24,1.63,803.70,1.51,2.41,0,,
501,0.61,0.22,0.39,0.08,2.89,798.73,1.19,2.51,0,,
502,0.51,0.69,0.49,0.30,2.29,1079.38,1.85,2.59,0,,
503,0.58,0.30,0.42,0.19,1.60,948.68,2.19,2.83,0,,
504,0.57,0.57,0.43,0.28,2.03,971.01,1.85,2.30,0,,
505,0.59,1.06,0.41,0.54,1.94,1160.33,2.18,2.90,0,,
506,0.56,0.58,0.44,0.31,1.85,1026.19,2.63,2.19,0,,
507,0.59,0.91,0.41,0.45,2.03,961.64,1.35,2.42,0,,
508,0.32,0.51,0.68,0.25,2.07,947.63,1.33,1.03,0,,
509,0.72,0.72,0.28,0.40,1.78,1093.44,1.72,2.29,0,,
510,0.79,0.24,0.21,0.10,2.47,948.96,2.09,3.05,0,,
511,0.71,0.51,0.29,0.25,2.05,929.28,1.98,2.33,0,,
512,0.71,0.68,0.29,0.31,2.21,913.55,1.43,1.88,0,,
513,0.64,0.67,0.36,0.35,1.91,1025.71,2.14,2.83,0,,
514,0.62,0.52,0.38,0.28,1.82,991.11,2.07,2.22,0,,
515,0.62,0.43,0.38,0.19,2.25,818.79,2.10,2.75,0,,
516,0.55,0.42,0.45,0.19,2.20,1060.08,2.55,2.18,0,,
517,0.56,0.63,0.44,0.24,2.68,1053.57,1.81,1.91,0,,
518,0.52,0.42,0.48,0.22,1.97,1002.21,2.36,3.00,0,,
519,0.42,0.62,0.58,0.28,2.23,947.32,1.23,2.02,0,,
520,0.48,0.42,0.52,0.23,1.82,1113.13,2.30,2.31,0,,
521,0.73,0.86,0.27,0.40,2.18,1100.53,2.28,2.70,0,,
522,0.83,0.55,0.17,0.28,1.97,865.97,2.04,2.59,0,,
523,0.51,0.83,0.49,0.35,2.41,1066.38,2.12,3.24,0,,
524,0.78,0.34,0.22,0.18,1.90,842.29,2.10,3.06,0,,
525,0.59,0.69,0.41,0.33,2.09,1057.57,2.28,2.31,0,,
526,0.60,0.77,0.40,0.33,2.31,1112.26,2.07,3.03,0,,
527,0.38,0.56,0.62,0.25,2.20,1080.72,2.01,2.13,0,,
528,0.61,0.42,0.39,0.18,2.29,1012.04,2.29,2.59,0,,
529,0.65,0.18,0.35,0.10,1.83,922.77,1.88,2.20,0,,
530,0.58,0.72,0.42,0.39,1.83,942.18,1.22,2.04,0,,
531,0.58,0.43,0.42,0.21,2.11,1031.63,2.39,3.33,0,,
532,0.59,0.56,0.41,0.31,1.82,914.76,2.33,2.18,0,,
533,0.66,0.45,0.34,0.30,1.53,986.55,2.21,2.68,0,,
534,0.72,0.56,0.28,0.28,1.97,872.63,1.69,2.63,1,,
535,0.57,0.53,0.43,0.24,2.17,1087.74,1.95,2.95,0,,
536,0.73,0.52,0.27,0.25,2.09,989.64,2.11,2.85,0,,
537,0.70,0.55,0.30,0.25,2.22,1038.94,2.49,2.72,0,,
538,0.47,0.78,0.53,0.46,1.70,1019.13,1.97,2.04,0,,
539,0.64,0.39,0.36,0.18,2.18,1016.34,2.41,3.64,0,,
540,0.61,0.57,0.39,0.28,2.05,930.25,2.21,2.53,0,,
541,0.51,0.95,0.49,0.42,2.25,1072.27,2.50,2.27,0,,
542,0.63,0.73,0.37,0.34,2.17,1004.29,2.06,2.52,0,,
543,0.50,0.43,0.50,0.21,2.00,1026.42,2.31,3.12,0,,
544,0.63,0.52,0.37,0.37,1.40,1068.04,2.51,1.81,0,,
545,0.50,0.12,0.50,0.06,2.19,911.63,1.23,2.24,0,,
546,0.54,0.63,0.46,0.26,2.37,1018.55,1.83,2.27,0,,
547,0.62,0.80,0.38,0.45,1.79,1067.59,2.35,1.81,0,,
548,0.69,0.60,0.31,0.33,1.82,921.47,2.08,2.74,0,,
549,0.70,0.59,0.30,0.36,1.64,1084.06,2.60,2.90,0,,
550,0.63,0.52,0.37,0.29,1.83,1055.40,1.85,2.88,0,,
551,0.64,0.54,0.36,0.25,2.14,1059.08,2.86,3.12,0,,
552,0.64,0.75,0.36,0.36,2.08,988.78,2.30,2.39,0,,
553,0.50,1.05,0.50,0.55,1.92,999.51,2.02,2.38,0,,
554,0.63,0.55,0.37,0.27,2.06,913.72,1.58,1.83,0,,
555,0.49,1.03,0.51,0.46,2.22,1158.40,1.88,1.67,0,,
556,0.65,0.47,0.35,0.24,1.98,904.41,1.90,2.38,0,,
557,0.50,0.59,0.50,0.28,2.12,1049.73,2.61,3.10,0,,
558,0.65,0.57,0.35,0.35,1.62,919.41,1.28,1.63,0,,
559,0.58,0.47,0.42,0.22,2.18,999.36,1.98,2.36,0,,
560,0.50,0.79,0.50,0.41,1.92,1050.50,1.52,3.04,0,,
561,0.64,0.24,0.36,0.13,1.91,933.42,2.38,3.38,0,,
562,0.64,0.13,0.36,0.05,2.41,782.49,2.25,3.18,0,,
563,0.40,0.73,0.60,0.32,2.24,1189.36,1.98,2.81,0,,
564,0.50,0.90,0.50,0.35,2.57,1087.41,1.92,2.56,0,,
565,0.64,0.81,0.36,0.42,1.95,1069.40,2.59,2.91,0,,
566,0.54,0.70,0.46,0.32,2.17,1194.98,2.16,2.50,0,,
567,0.64,0.70,0.36,0.39,1.81,1012.97,1.76,2.96,0,,
568,0.53,0.59,0.47,0.34,1.74,1100.38,1.86,2.45,0,,
569,0.46,0.68,0.54,0.39,1.71,1020.61,1.38,1.67,0,,
570,0.76,0.36,0.24,0.17,2.09,996.70,2.53,2.93,0,,
571,0.50,0.78,0.50,0.31,2.49,1117.30,2.20,3.13,0,,
572,0.45,0.62,0.55,0.27,2.28,1049.54,2.44,3.14,0,,
573,0.60,0.63,0.40,0.28,2.28,996.35,1.83,2.02,0,,
574,0.43,0.96,0.57,0.56,1.72,1176.92,1.71,1.91,0,,
575,0.58,0.38,0.42,0.17,2.27,892.41,2.07,2.61,0,,
576,0.72,0.51,0.28,0.28,1.83,870.14,1.96,2.81,0,,
577,0.82,0.37,0.18,0.22,1.67,960.54,2.18,2.82,0,,
578,0.63,0.70,0.37,0.33,2.12,1072.40,2.10,2.58,0,,
579,0.53,0.86,0.47,0.49,1.76,1125.84,2.82,3.98,0,,
580,0.57,0.42,0.43,0.40,1.06,925.31,1.35,1.04,0,,
581,0.56,0.64,0.44,0.24,2.62,1047.38,1.73,3.59,0,,
582,0.66,0.30,0.34,0.15,2.05,803.07,1.44,2.30,0,,
583,0.59,0.77,0.41,0.39,2.01,937.40,1.67,1.83,0,,
584,0.76,0.32,0.24,0.17,1.88,923.72,2.58,2.49,0,,
585,0.68,0.44,0.32,0.21,2.07,863.04,1.33,2.96,0,,
586,0.68,0.60,0.32,0.33,1.81,986.63,1.84,2.92,0,,
587,0.55,0.36,0.45,0.16,2.21,842.59,0.91,1.44,1,,
588,0.60,0.77,0.40,0.45,1.69,1002.36,1.93,2.67,0,,
589,0.72,0.46,0.28,0.29,1.61,851.39,1.78,2.48,0,,
590,0.60,0.53,0.40,0.28,1.91,1025.07,2.45,2.95,0,,
591,0.67,0.70,0.33,0.37,1.93,1007.37,1.68,3.33,0,,
592,0.67,0.66,0.33,0.37,1.80,1016.66,1.90,1.48,0,,
593,0.51,0.74,0.49,0.29,2.52,975.59,2.17,3.14,0,,
594,0.59,1.10,0.41,0.41,2.69,1026.07,2.47,2.57,0,,
595,0.56,0.61,0.44,0.34,1.79,905.45,1.67,1.82,0,,
596,0.51,0.72,0.49,0.43,1.70,1135.27,1.97,1.97,0,,
597,0.58,0.56,0.42,0.33,1.70,1036.92,2.31,2.45,0,,
598,0.54,0.53,0.46,0.29,1.81,1005.16,1.87,2.14,0,,
599,0.53,0.88,0.47,0.49,1.81,1017.23,1.53,2.42,0,,
600,0.48,0.56,0.52,0.25,2.27,942.85,1.67,2.00,0,,
601,0.55,0.74,0.45,0.37,2.00,1124.53,2.27,3.31,0,,
602,0.46,0.80,0.54,0.53,1.51,1128.25,1.17,2.19,0,,
603,0.60,0.64,0.40,0.26,2.45,938.57,1.45,2.17,0,,
604,0.60,0.78,0.40,0.36,2.17,1178.49,2.48,2.96,0,,
605,0.43,0.67,0.57,0.37,1.83,908.67,1.38,1.87,0,,
606,0.65,0.50,0.35,0.26,1.94,988.43,1.81,3.03,0,,
607,0.60,0.56,0.40,0.30,1.87,1041.80,2.07,2.20,0,,
608,0.51,0.75,0.49,0.38,1.98,1067.83,2.19,2.80,0,,
609,0.59,0.83,0.41,0.53,1.56,986.49,2.06,2.39,0,,
610,0.46,0.75,0.54,0.41,1.81,1086.76,2.11,3.01,0,,
611,0.50,0.64,0.50,0.30,2.16,1020.97,2.12,2.38,0,,
612,0.57,0.25,0.43,0.11,2.18,955.62,2.57,3.10,0,,
613,0.68,0.59,0.32,0.31,1.91,951.32,1.26,2.44,0,,
614,0.54,0.65,0.46,0.34,1.92,1063.67,2.47,2.82,0,,
615,0.74,0.38,0.26,0.19,1.96,874.17,1.60,2.03,0,,
616,0.58,0.79,0.42,0.40,1.95,942.66,1.78,2.12,0,,
617,0.52,0.65,0.48,0.35,1.84,1101.77,2.32,2.42,0,,
618,0.58,0.84,0.42,0.36,2.31,1144.02,2.11,3.10,0,,
619,0.51,0.62,0.49,0.27,2.28,1103.70,2.18,2.28,0,,
620,0.40,0.41,0.60,0.27,1.51,855.55,1.41,1.41,0,,
621,0.51,0.53,0.49,0.27,1.95,1040.05,1.69,1.84,0,,
622,0.57,0.46,0.43,0.20,2.33,903.16,2.05,3.66,0,,
623,0.54,0.62,0.46,0.26,2.36,1106.17,1.73,2.40,0,,
624,0.56,0.60,0.44,0.38,1.57,1079.84,2.28,2.20,0,,
625,0.73,0.14,0.27,0.05,2.64,1003.26,2.32,2.40,0,,
626,0.64,0.26,0.36,0.12,2.18,1072.39,2.31,2.35,0,,
627,0.48,0.55,0.52,0.33,1.69,893.77,1.42,1.94,0,,
628,0.60,0.61,0.40,0.33,1.84,1029.19,2.42,2.10,0,,
629,0.54,0.43,0.46,0.22,1.99,1103.52,1.71,2.69,0,,
630,0.70,0.76,0.30,0.33,2.27,1021.59,1.93,3.35,0,,
631,0.59,0.54,0.41,0.42,1.27,987.69,2.08,1.88,0,,
632,0.54,0.66,0.46,0.38,1.75,967.82,1.41,2.68,0,,
633,0.74,0.26,0.26,0.12,2.19,995.06,1.96,3.39,0,,
634,0.57,0.54,0.43,0.24,2.31,1031.43,2.58,3.43,0,,
635,0.62,0.35,0.38,0.21,1.66,1020.31,2.32,2.66,0,,
636,0.69,0.58,0.31,0.25,2.33,903.67,2.03,2.75,0,,
637,0.60,0.40,0.40,0.23,1.71,871.50,1.75,3.03,0,,
638,0.79,0.31,0.21,0.18,1.73,876.65,1.88,2.87,0,,
639,0.81,0.67,0.19,0.44,1.52,983.82,1.88,2.58,0,,
640,0.72,0.53,0.28,0.24,2.17,887.21,1.97,2.48,0,,
641,0.70,0.55,0.30,0.27,2.09,1000.12,2.35,2.66,0,,
642,0.72,0.57,0.28,0.30,1.88,939.92,1.83,2.46,0,,
643,0.77,0.22,0.23,0.10,2.31,1001.26,1.87,2.70,0,,
644,0.57,0.39,0.43,0.19,2.02,964.31,1.96,2.40,0,,
645,0.76,0.70,0.24,0.31,2.24,1014.79,2.16,3.23,0,,
646,0.59,0.67,0.41,0.34,1.99,945.48,1.93,2.34,0,,
647,0.52,0.35,0.48,0.20,1.72,808.26,0.68,1.46,1,,
648,0.60,0.67,0.40,0.41,1.62,823.41,1.17,1.74,0,,
649,0.59,0.52,0.41,0.30,1.76,1138.91,2.44,2.78,0,,
650,0.64,0.51,0.36,0.31,1.66,1007.95,1.79,2.73,0,,
651,0.75,0.58,0.25,0.28,2.05,1082.77,2.97,3.28,0,,
652,0.60,0.43,0.40,0.25,1.75,936.24,2.01,1.93,0,,
653,0.50,0.32,0.50,0.14,2.30,851.48,1.39,2.05,0,,
654,0.43,0.68,0.57,0.32,2.11,969.38,1.55,1.62,0,,
655,0.64,0.27,0.36,0.14,1.96,814.91,1.74,2.13,0,,
656,0.76,0.48,0.24,0.25,1.93,736.68,1.20,1.94,0,,
657,0.58,0.58,0.42,0.32,1.80,1050.55,1.94,1.92,0,,
658,0.56,0.81,0.44,0.33,2.49,993.17,2.22,3.00,0,,
659,0.62,0.28,0.38,0.16,1.76,929.70,2.11,1.46,0,,
660,0.71,0.61,0.29,0.31,1.94,984.87,2.41,2.55,0,,
661,0.40,0.48,0.60,0.22,2.17,973.81,1.24,2.43,0,,
662,0.84,0.48,0.16,0.28,1.74,1011.58,2.54,2.84,0,,
663,0.65,0.50,0.35,0.35,1.43,978.67,2.29,2.35,0,,
664,0.73,0.83,0.27,0.43,1.93,897.07,1.80,2.70,0,,
665,0.66,0.20,0.34,0.09,2.26,906.21,2.22,3.97,0,,
666,0.57,0.86,0.43,0.39,2.21,1093.06,2.17,2.41,0,,
667,0.59,0.63,0.41,0.29,2.19,975.87,1.97,2.80,0,,
668,0.67,0.49,0.33,0.28,1.75,975.23,1.75,1.96,0,,
669,0.52,0.47,0.48,0.26,1.81,1083.89,2.05,2.80,0,,
670,0.54,0.63,0.46,0.34,1.88,1055.08,1.91,2.71,0,,
671,0.54,0.64,0.46,0.29,2.22,1121.09,1.64,3.11,0,,
672,0.64,0.40,0.36,0.23,1.75,1089.81,1.86,2.42,0,,
673,0.50,0.56,0.50,0.27,2.08,1153.23,2.26,2.39,0,,
674,0.53,0.52,0.47,0.37,1.40,1017.07,1.88,2.44,0,,
675,0.35,0.74,0.65,0.40,1.87,1222.98,2.26,2.47,0,,
676,0.49,0.89,0.51,0.43,2.07,966.01,1.16,2.93,0,,
677,0.48,0.81,0.52,0.36,2.26,1083.03,2.63,2.89,0,,
678,0.59,0.68,0.41,0.29,2.39,1085.66,2.22,3.99,0,,
679,0.73,0.35,0.27,0.16,2.15,950.16,2.57,3.43,0,,
680,0.64,0.66,0.36,0.32,2.03,982.91,1.75,1.98,0,,
681,0.68,0.44,0.32,0.25,1.72,762.17,1.36,1.49,0,,
682,0.66,0.44,0.34,0.31,1.41,935.06,2.21,1.98,0,,
683,0.54,0.87,0.46,0.40,2.20,975.46,1.73,1.89,0,,
684,0.66,0.52,0.34,0.24,2.16,925.59,1.93,2.47,0,,
685,0.69,0.50,0.31,0.23,2.11,1027.95,1.67,3.29,0,,
686,0.64,0.58,0.36,0.27,2.17,923.35,2.03,3.10,0,,
687,0.62,0.59,0.38,0.32,1.85,1057.50,1.61,2.25,0,,
688,0.56,1.05,0.44,0.51,2.08,1050.20,1.96,3.09,0,,
689,0.70,0.45,0.30,0.20,2.29,1117.35,2.25,3.30,0,,
690,0.57,0.78,0.43,0.44,1.78,1134.09,2.19,2.44,0,,
691,0.59,0.52,0.41,0.28,1.87,889.00,1.77,2.60,0,,
692,0.47,0.82,0.53,0.41,1.98,1141.27,1.73,3.02,0,,
693,0.62,0.65,0.38,0.30,2.15,1195.97,2.28,2.79,0,,
694,0.61,0.58,0.39,0.24,2.36,792.10,1.81,2.40,0,,
695,0.72,0.55,0.28,0.25,2.20,931.31,2.05,2.82,0,,
696,0.74,0.47,0.26,0.37,1.28,821.36,1.33,1.94,1,,
697,0.57,0.84,0.43,0.43,1.95,1089.13,2.26,2.74,0,,
698,0.62,0.41,0.38,0.39,1.06,1011.42,2.01,2.25,0,,
699,0.55,0.43,0.45,0.25,1.69,975.15,1.74,2.75,0,,
700,0.69,0.29,0.31,0.16,1.87,900.31,1.97,2.51,0,,
701,0.41,0.79,0.59,0.38,2.11,1117.63,1.64,2.01,0,,
702,0.59,0.68,0.41,0.35,1.93,933.99,1.49,2.29,0,,
703,0.50,0.18,0.50,0.07,2.35,874.19,1.52,2.28,0,,
704,0.62,0.67,0.38,0.30,2.25,1082.49,1.55,2.62,0,,
705,0.62,0.88,0.38,0.50,1.76,1021.09,2.32,3.53,0,,
706,0.53,0.68,0.47,0.30,2.31,1167.66,3.16,2.63,0,,
707,0.54,0.52,0.46,0.25,2.10,1081.77,2.24,2.60,0,,
708,0.71,0.32,0.29,0.18,1.80,819.88,2.01,2.07,0,,
709,0.75,0.16,0.25,0.09,1.79,878.18,2.57,2.53,0,,
710,0.71,0.53,0.29,0.23,2.29,1031.09,1.92,2.78,1,,
711,0.74,0.53,0.26,0.30,1.75,957.98,1.91,2.61,0,,
712,0.59,0.46,0.41,0.20,2.25,935.20,1.38,2.65,0,,
713,0.64,0.61,0.36,0.32,1.94,1076.32,2.40,2.53,0,,
714,0.64,0.64,0.36,0.37,1.74,1250.16,2.31,2.93,0,,
715,0.74,0.45,0.26,0.21,2.09,944.18,2.49,3.92,0,,
716,0.52,0.65,0.48,0.36,1.78,1067.34,1.38,2.84,0,,
717,0.56,0.80,0.44,0.36,2.21,1192.14,2.86,3.15,0,,
718,0.61,0.69,0.39,0.29,2.34,991.81,2.20,2.28,0,,
719,0.50,1.19,0.50,0.51,2.32,1083.92,1.85,2.87,0,,
720,0.69,0.36,0.31,0.16,2.27,954.21,3.25,3.26,0,,
721,0.56,0.75,0.44,0.34,2.24,873.69,0.99,1.37,0,,
722,0.57,0.51,0.43,0.22,2.35,935.43,1.55,2.65,0,,
723,0.57,0.44,0.43,0.24,1.85,889.96,2.30,3.34,0,,
